Date,Open,High,Low,Close,Adj Close,Volume
27/10/2015,0.00534,0.00534,0.00525,0.00531,0.00531,0
3/11/2015,0.00533,0.00542,0.00532,0.00537,0.00537,0
10/11/2015,0.00539,0.00543,0.00534,0.00538,0.00538,0
17/11/2015,0.00538,0.00542,0.00536,0.00536,0.00536,0
24/11/2015,0.00538,0.00538,0.00536,0.00538,0.00538,0
1/12/2015,0.00538,0.00556,0.00538,0.00539,0.00539,0
8/12/2015,0.00541,0.00541,0.00528,0.0053,0.0053,0
15/12/2015,0.0053,0.00535,0.00528,0.00531,0.00531,0
22/12/2015,0.00531,0.00531,0.00525,0.00527,0.00527,0
29/12/2015,0.00526,0.00528,0.0052,0.00525,0.00525,0
5/01/2016,0.00517,0.00521,0.00513,0.00516,0.00516,0
12/01/2016,0.00514,0.00519,0.00514,0.00514,0.00514,0
19/01/2016,0.00516,0.0052,0.00511,0.0052,0.0052,0
26/01/2016,0.00521,0.00536,0.00521,0.00532,0.00532,0
2/02/2016,0.00535,0.00535,0.00514,0.00516,0.00516,0
9/02/2016,0.00511,0.00511,0.00493,0.00499,0.00499,0
16/02/2016,0.00504,0.00504,0.00496,0.00497,0.00497,0
23/02/2016,0.00495,0.00499,0.00492,0.00498,0.00498,0
1/03/2016,0.00495,0.00504,0.00495,0.00503,0.00503,0
8/03/2016,0.00502,0.0051,0.00495,0.00504,0.00504,0
15/03/2016,0.00502,0.00503,0.0049,0.00492,0.00492,0
22/03/2016,0.00493,0.005,0.00493,0.00498,0.00498,0
29/03/2016,0.00501,0.00501,0.00492,0.00495,0.00495,0
5/04/2016,0.00492,0.00492,0.00477,0.0048,0.0048,0
12/04/2016,0.00477,0.00483,0.00477,0.00481,0.00481,0
19/04/2016,0.00481,0.00491,0.00481,0.00489,0.00489,0
26/04/2016,0.00491,0.00492,0.00471,0.00472,0.00472,0
3/05/2016,0.00472,0.00477,0.00468,0.00473,0.00473,0
10/05/2016,0.00478,0.00483,0.00478,0.00481,0.00481,0
17/05/2016,0.00483,0.00487,0.00481,0.00487,0.00487,0
24/05/2016,0.00483,0.00488,0.00482,0.00482,0.00482,0
31/05/2016,0.00487,0.00488,0.00472,0.00478,0.00478,0
7/06/2016,0.00474,0.00475,0.00467,0.00471,0.00471,0
14/06/2016,0.00469,0.00469,0.00459,0.00465,0.00465,0
21/06/2016,0.00458,0.00466,0.00447,0.00453,0.00453,0
28/06/2016,0.00448,0.00455,0.00448,0.00453,0.00453,0
5/07/2016,0.00452,0.00452,0.00443,0.00443,0.00443,0
12/07/2016,0.00453,0.00467,0.00453,0.00458,0.00458,0
19/07/2016,0.00469,0.00473,0.00467,0.00467,0.00467,0
26/07/2016,0.00466,0.00466,0.00451,0.00453,0.00453,0
2/08/2016,0.00452,0.00452,0.00445,0.00447,0.00447,0
9/08/2016,0.00452,0.00452,0.00446,0.00448,0.00448,0
16/08/2016,0.00447,0.00447,0.00442,0.00442,0.00442,0
23/08/2016,0.00444,0.00451,0.00442,0.00446,0.00446,0
30/08/2016,0.00449,0.00458,0.00449,0.00458,0.00458,0
6/09/2016,0.00456,0.00456,0.00448,0.00451,0.00451,0
13/09/2016,0.0045,0.00454,0.00448,0.00448,0.00448,0
20/09/2016,0.0045,0.0045,0.00443,0.00446,0.00446,0
27/09/2016,0.00443,0.00451,0.00442,0.0045,0.0045,0
4/10/2016,0.00448,0.00457,0.00448,0.00457,0.00457,0
11/10/2016,0.00457,0.0046,0.00455,0.00458,0.00458,0
18/10/2016,0.00459,0.00459,0.00456,0.00457,0.00457,0
25/10/2016,0.00459,0.00464,0.00459,0.00465,0.00465,0
1/11/2016,0.00463,0.00463,0.00454,0.00456,0.00456,0
8/11/2016,0.00459,0.00474,0.00454,0.00469,0.00469,0
15/11/2016,0.00474,0.00483,0.00474,0.00483,0.00483,0
22/11/2016,0.00482,0.00491,0.00482,0.00489,0.00489,0
29/11/2016,0.00485,0.00496,0.00485,0.00494,0.00494,0
6/12/2016,0.00495,0.00503,0.00489,0.00501,0.00501,0
13/12/2016,0.00502,0.00512,0.00498,0.0051,0.0051,0
20/12/2016,0.00505,0.0051,0.00505,0.00507,0.00507,0
27/12/2016,0.00507,0.00509,0.00503,0.00504,0.00504,0
3/01/2017,0.00506,0.00511,0.00506,0.00507,0.00507,0
10/01/2017,0.00508,0.00508,0.00497,0.00499,0.00499,0
17/01/2017,0.00498,0.00502,0.00491,0.00502,0.00502,0
24/01/2017,0.00493,0.00501,0.00493,0.00501,0.00501,0
31/01/2017,0.00497,0.00497,0.00487,0.00492,0.00492,0
7/02/2017,0.00486,0.00494,0.00486,0.00492,0.00492,0
14/02/2017,0.00491,0.00495,0.00486,0.00486,0.00486,0
21/02/2017,0.00487,0.0049,0.00481,0.00481,0.00481,0
28/02/2017,0.00486,0.00495,0.00485,0.00495,0.00495,0
7/03/2017,0.00492,0.00499,0.00491,0.00498,0.00498,0
14/03/2017,0.00495,0.00496,0.00487,0.00487,0.00487,0
21/03/2017,0.00486,0.00486,0.00477,0.0048,0.0048,0
28/03/2017,0.00478,0.00484,0.00478,0.0048,0.0048,0
4/04/2017,0.0048,0.00483,0.00479,0.0048,0.0048,0
11/04/2017,0.00481,0.00481,0.00469,0.0047,0.0047,0
18/04/2017,0.00474,0.00485,0.0047,0.00474,0.00474,0
25/04/2017,0.00475,0.00482,0.00475,0.00481,0.00481,0
2/05/2017,0.00483,0.00489,0.00483,0.0049,0.0049,0
9/05/2017,0.00489,0.00495,0.00489,0.00494,0.00494,0
16/05/2017,0.00494,0.00494,0.00479,0.00484,0.00484,0
23/05/2017,0.00482,0.00486,0.0048,0.00481,0.00481,0
30/05/2017,0.00479,0.00483,0.00479,0.00481,0.00481,0
6/06/2017,0.00479,0.0048,0.00474,0.00479,0.00479,0
13/06/2017,0.00476,0.00483,0.00475,0.00483,0.00483,0
20/06/2017,0.00481,0.00483,0.00481,0.00483,0.00483,0
27/06/2017,0.00485,0.00489,0.00484,0.00488,0.00488,0
4/07/2017,0.00491,0.00494,0.0049,0.00493,0.00493,0
11/07/2017,0.00496,0.00496,0.00488,0.0049,0.0049,0
18/07/2017,0.00489,0.0049,0.0048,0.00482,0.00482,0
25/07/2017,0.00482,0.00485,0.00479,0.00482,0.00482,0
1/08/2017,0.00482,0.00482,0.00476,0.00476,0.00476,0
8/08/2017,0.0048,0.0048,0.00473,0.00476,0.00476,0
15/08/2017,0.00476,0.0048,0.00473,0.00474,0.00474,0
22/08/2017,0.00475,0.00479,0.00473,0.00478,0.00478,0
29/08/2017,0.00472,0.00479,0.00471,0.00476,0.00476,0
5/09/2017,0.00475,0.00475,0.00466,0.00466,0.00466,0
12/09/2017,0.00472,0.00483,0.00472,0.0048,0.0048,0
19/09/2017,0.00483,0.00489,0.00482,0.00485,0.00485,0
26/09/2017,0.00483,0.00489,0.00483,0.00487,0.00487,0
3/10/2017,0.00488,0.0049,0.00487,0.00489,0.00489,0
10/10/2017,0.00488,0.00489,0.00484,0.00485,0.00485,0
17/10/2017,0.00486,0.00494,0.00486,0.00491,0.00491,0
24/10/2017,0.00492,0.00495,0.00488,0.00492,0.00492,0
31/10/2017,0.00491,0.00496,0.00491,0.00493,0.00493,0
7/11/2017,0.00494,0.00495,0.00491,0.00494,0.00494,0
14/11/2017,0.00494,0.00495,0.00484,0.00486,0.00486,0
21/11/2017,0.00487,0.00488,0.00482,0.00487,0.00487,0
28/11/2017,0.0048,0.0049,0.0048,0.00486,0.00486,0
5/12/2017,0.00488,0.00494,0.00486,0.00494,0.00494,0
12/12/2017,0.00492,0.00493,0.00486,0.00486,0.00486,0
19/12/2017,0.00488,0.00493,0.00488,0.00492,0.00492,0
26/12/2017,0.00492,0.00492,0.00488,0.0049,0.0049,0
2/01/2018,0.0049,0.00491,0.00487,0.0049,0.0049,0
9/01/2018,0.0049,0.0049,0.00481,0.00485,0.00485,0
16/01/2018,0.00481,0.00483,0.00479,0.00479,0.00479,0
23/01/2018,0.00482,0.00482,0.00471,0.00475,0.00475,0
30/01/2018,0.00472,0.00478,0.00471,0.00477,0.00477,0
6/02/2018,0.00471,0.00477,0.00471,0.00473,0.00473,0
13/02/2018,0.00473,0.00473,0.00459,0.00461,0.00461,0
20/02/2018,0.00463,0.00466,0.00462,0.00463,0.00463,0
27/02/2018,0.00463,0.00464,0.00456,0.00457,0.00457,0
6/03/2018,0.00462,0.00464,0.00458,0.00463,0.00463,0
13/03/2018,0.00462,0.00464,0.00457,0.00458,0.00458,0
20/03/2018,0.00461,0.00461,0.00453,0.00453,0.00453,0
27/03/2018,0.00458,0.0046,0.00456,0.0046,0.0046,0
3/04/2018,0.00456,0.00464,0.00456,0.00464,0.00464,0
10/04/2018,0.00464,0.00466,0.00462,0.00466,0.00466,0
17/04/2018,0.00464,0.00469,0.00463,0.00466,0.00466,0
24/04/2018,0.0047,0.00474,0.0047,0.00473,0.00473,0
1/05/2018,0.00473,0.00476,0.00472,0.00472,0.00472,0
8/05/2018,0.00472,0.00475,0.00471,0.00473,0.00473,0
15/05/2018,0.00473,0.00482,0.00473,0.00479,0.00479,0
22/05/2018,0.00482,0.00482,0.00472,0.00473,0.00473,0
29/05/2018,0.00471,0.00473,0.00467,0.00471,0.00471,0
5/06/2018,0.00474,0.00476,0.00472,0.00475,0.00475,0
12/06/2018,0.00476,0.00478,0.00467,0.00477,0.00477,0
19/06/2018,0.00476,0.00476,0.00472,0.00474,0.00474,0
26/06/2018,0.00474,0.00477,0.00471,0.00475,0.00475,0
3/07/2018,0.00476,0.00476,0.00472,0.00474,0.00474,0
10/07/2018,0.00474,0.004827,0.00474,0.004814,0.004814,0
17/07/2018,0.004801,0.004831,0.004715,0.004792,0.004792,0
24/07/2018,0.004722,0.004724,0.004699,0.004715,0.004715,0
31/07/2018,0.004714,0.004734,0.004695,0.004722,0.004722,0
7/08/2018,0.004715,0.004715,0.004656,0.004696,0.004696,0
14/08/2018,0.004684,0.004694,0.004676,0.004676,0.004676,0
21/08/2018,0.004688,0.004732,0.004669,0.004718,0.004718,0
28/08/2018,0.004731,0.004742,0.004673,0.004683,0.004683,0
4/09/2018,0.004696,0.004727,0.004664,0.004682,0.004682,0
11/09/2018,0.004707,0.004773,0.004707,0.00474,0.00474,0
18/09/2018,0.004728,0.004776,0.004728,0.00476,0.00476,0
25/09/2018,0.004759,0.004817,0.004753,0.004791,0.004791,0
2/10/2018,0.0048,0.004823,0.004782,0.004817,0.004817,0
9/10/2018,0.004781,0.004791,0.00472,0.004739,0.004739,0
16/10/2018,0.004718,0.004765,0.004709,0.004743,0.004743,0
23/10/2018,0.004743,0.004749,0.004721,0.004741,0.004741,0
30/10/2018,0.004741,0.004785,0.004741,0.004768,0.004768,0
6/11/2018,0.004803,0.004816,0.004775,0.004814,0.004814,0
13/11/2018,0.00479,0.004836,0.004767,0.004806,0.004806,0
20/11/2018,0.004769,0.00478,0.004736,0.004757,0.004757,0
27/11/2018,0.004774,0.00483,0.004771,0.004773,0.004773,0
4/12/2018,0.004809,0.004809,0.004751,0.004767,0.004767,0
11/12/2018,0.004758,0.004807,0.004758,0.004806,0.004806,0
18/12/2018,0.004761,0.004761,0.00468,0.004704,0.004704,0
25/12/2018,0.004668,0.004728,0.004668,0.004684,0.004684,0
